0.55	0.415	0.175	1.042	0.3295	0.2325	0.2905
0.515	0.405	0.145	0.695	0.215	0.1635	0.234
0.48	0.4	0.125	0.759	0.2125	0.179	0.24
0.66	0.53	0.17	1.3905	0.5905	0.212	0.453
0.64	0.565	0.23	1.521	0.644	0.372	0.406
0.7	0.535	0.175	1.773	0.6805	0.48	0.512
0.62	0.495	0.195	1.5145	0.579	0.346	0.5195
0.675	0.55	0.18	1.6885	0.562	0.3705	0.6
0.595	0.48	0.2	0.975	0.358	0.2035	0.34
0.645	0.495	0.185	1.4935	0.5265	0.2785	0.455
0.56	0.435	0.185	1.106	0.422	0.2435	0.33
0.61	0.48	0.175	1.0675	0.391	0.216	0.42
0.635	0.51	0.21	1.598	0.6535	0.2835	0.58
0.695	0.57	0.2	2.033	0.751	0.4255	0.685
0.505	0.395	0.145	0.6515	0.2695	0.153	0.205
0.525	0.425	0.145	0.7995	0.3345	0.209	0.24
0.48	0.39	0.145	0.5825	0.2315	0.121	0.255
0.59	0.46	0.155	0.906	0.327	0.1485	0.335
0.6	0.47	0.2	1.031	0.392	0.2035	0.29
0.65	0.545	0.16	1.2425	0.487	0.296	0.48
0.555	0.455	0.17	0.8435	0.309	0.1905	0.3
0.655	0.515	0.145	1.25	0.5265	0.283	0.315
0.62	0.485	0.17	1.208	0.4805	0.3045	0.33
0.52	0.415	0.16	0.595	0.2105	0.142	0.26
0.49	0.39	0.135	0.592	0.242	0.096	0.1835
0.52	0.4	0.13	0.6245	0.215	0.2065	0.17
0.495	0.4	0.14	0.7775	0.2015	0.18	0.25
0.66	0.535	0.2	1.791	0.733	0.318	0.54
0.65	0.52	0.195	1.676	0.693	0.44	0.47
0.64	0.49	0.14	1.194	0.4445	0.238	0.375
0.605	0.49	0.155	1.153	0.503	0.2505	0.295
0.605	0.47	0.115	1.114	0.3925	0.291	0.31
0.505	0.41	0.135	0.657	0.291	0.133	0.195
0.665	0.53	0.185	1.3955	0.456	0.3205	0.49
0.48	0.38	0.125	0.523	0.2105	0.1045	0.175
0.69	0.54	0.185	1.5715	0.6935	0.318	0.47
0.555	0.435	0.135	0.858	0.377	0.1585	0.29
0.635	0.48	0.19	1.467	0.5825	0.303	0.42
0.61	0.495	0.19	1.213	0.464	0.306	0.365
0.465	0.39	0.14	0.5555	0.213	0.1075	0.215
0.605	0.475	0.145	1.0185	0.4695	0.225	0.27
0.535	0.42	0.16	0.72	0.275	0.164	0.225
0.71	0.575	0.175	1.555	0.6465	0.3705	0.52
0.48	0.37	0.13	0.5885	0.2475	0.1505	0.1595
0.66	0.525	0.18	1.6935	0.6025	0.4005	0.42
0.52	0.405	0.145	0.829	0.3535	0.1685	0.205
0.495	0.4	0.12	0.6605	0.2605	0.161	0.19
0.5	0.39	0.13	0.6355	0.2505	0.1635	0.195
0.545	0.44	0.165	0.744	0.2875	0.204	0.25
0.645	0.5	0.225	1.626	0.587	0.4055	0.41
0.61	0.49	0.17	1.1775	0.5655	0.2385	0.295
0.67	0.545	0.16	1.5415	0.5985	0.2565	0.495
0.445	0.345	0.14	0.476	0.2055	0.1015	0.1085
0.52	0.405	0.14	0.6765	0.2865	0.146	0.205
0.54	0.44	0.16	1.0905	0.391	0.2295	0.355
